SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99994.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
99993.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
99992.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0
99990.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0
99988.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,8.0
99988.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,12.0,8.0
99984.0,3.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0
99979.0,4.0,6.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,21.0,17.0
99973.0,6.0,8.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,27.0,22.0
99965.0,10.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,35.0,26.0
99964.0,9.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,11.0,36.0,25.0
99956.0,11.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,11.0,44.0,33.0
99948.0,13.0,10.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,16.0,52.0,36.0
99935.0,16.0,12.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,20.0,65.0,45.0
99926.0,20.0,16.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,21.0,74.0,53.0
99911.0,19.0,24.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,27.0,89.0,62.0
99888.0,20.0,37.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,31.0,112.0,81.0
99859.0,25.0,48.0,8.0,17.0,6.0,1.0,0.0,0.0,0.0,36.0,141.0,105.0
99822.0,31.0,64.0,13.0,21.0,5.0,1.0,0.0,0.0,0.0,43.0,178.0,135.0
99794.0,36.0,66.0,14.0,26.0,8.0,1.0,0.0,0.0,0.0,55.0,206.0,151.0
99760.0,40.0,75.0,16.0,38.0,9.0,0.0,0.0,1.0,0.0,61.0,240.0,178.0
99712.0,49.0,93.0,16.0,48.0,11.0,0.0,0.0,1.0,0.0,70.0,288.0,217.0
99657.0,61.0,102.0,20.0,58.0,12.0,1.0,0.0,1.0,0.0,88.0,343.0,254.0
99595.0,78.0,121.0,21.0,60.0,14.0,0.0,0.0,1.0,0.0,110.0,405.0,294.0
99518.0,86.0,154.0,22.0,67.0,18.0,0.0,0.0,1.0,0.0,134.0,482.0,347.0
99433.0,102.0,169.0,27.0,85.0,18.0,1.0,0.0,1.0,0.0,164.0,567.0,402.0
99338.0,119.0,189.0,39.0,108.0,14.0,1.0,0.0,1.0,0.0,191.0,662.0,470.0
99231.0,140.0,205.0,41.0,138.0,18.0,3.0,0.0,1.0,0.0,223.0,769.0,545.0
99110.0,165.0,232.0,38.0,148.0,29.0,0.0,1.0,1.0,0.0,276.0,890.0,613.0
98930.0,218.0,278.0,43.0,168.0,36.0,0.0,0.0,1.0,1.0,325.0,1070.0,744.0
