SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99994.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
99991.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
99987.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0
99987.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0
99984.0,6.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0
99980.0,6.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,20.0,15.0
99977.0,7.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,23.0,18.0
99972.0,9.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,28.0,22.0
99968.0,9.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,22.0
99963.0,10.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,12.0,37.0,25.0
99959.0,11.0,9.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,14.0,41.0,27.0
99946.0,11.0,17.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,17.0,54.0,37.0
99943.0,11.0,17.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,57.0,36.0
99941.0,9.0,15.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,25.0,59.0,34.0
99935.0,8.0,13.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,27.0,65.0,38.0
99924.0,10.0,20.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,29.0,76.0,47.0
99914.0,14.0,20.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0,33.0,86.0,53.0
99899.0,18.0,22.0,4.0,13.0,3.0,0.0,0.0,0.0,0.0,41.0,101.0,60.0
99878.0,19.0,32.0,6.0,17.0,3.0,0.0,0.0,0.0,0.0,45.0,122.0,77.0
99866.0,19.0,34.0,7.0,20.0,2.0,0.0,0.0,0.0,0.0,52.0,134.0,82.0
99844.0,23.0,40.0,7.0,25.0,3.0,0.0,0.0,0.0,0.0,58.0,156.0,98.0
99813.0,31.0,53.0,5.0,24.0,5.0,0.0,0.0,0.0,0.0,69.0,187.0,118.0
99778.0,40.0,63.0,6.0,30.0,7.0,0.0,0.0,0.0,0.0,76.0,222.0,146.0
99737.0,46.0,71.0,17.0,35.0,7.0,1.0,0.0,0.0,0.0,86.0,263.0,177.0
99700.0,46.0,87.0,18.0,36.0,5.0,0.0,0.0,0.0,0.0,108.0,300.0,192.0
99651.0,57.0,91.0,20.0,50.0,10.0,0.0,0.0,0.0,0.0,121.0,349.0,228.0
99583.0,68.0,121.0,19.0,61.0,13.0,0.0,0.0,0.0,0.0,135.0,417.0,282.0
99512.0,82.0,145.0,18.0,70.0,16.0,1.0,0.0,0.0,0.0,156.0,488.0,332.0
99435.0,99.0,163.0,19.0,83.0,16.0,0.0,0.0,0.0,0.0,185.0,565.0,380.0
99319.0,127.0,196.0,25.0,97.0,17.0,0.0,0.0,0.0,0.0,219.0,681.0,462.0
