SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99994.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
99991.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
99991.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
99991.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0
99990.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0
99989.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0
99987.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0
99984.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0
99983.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,17.0,9.0
99980.0,1.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,20.0,12.0
99980.0,1.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,20.0,12.0
99974.0,3.0,6.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,8.0,26.0,18.0
99967.0,5.0,9.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,10.0,33.0,23.0
99965.0,7.0,6.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,10.0,35.0,25.0
99959.0,9.0,6.0,3.0,9.0,1.0,1.0,0.0,0.0,0.0,12.0,41.0,29.0
99949.0,9.0,13.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,17.0,51.0,34.0
99940.0,12.0,16.0,4.0,5.0,2.0,1.0,0.0,1.0,0.0,19.0,60.0,40.0
99930.0,13.0,17.0,7.0,7.0,2.0,1.0,0.0,1.0,0.0,22.0,70.0,47.0
99914.0,14.0,18.0,9.0,13.0,3.0,1.0,0.0,1.0,0.0,27.0,86.0,58.0
99898.0,17.0,27.0,9.0,15.0,4.0,1.0,0.0,1.0,0.0,28.0,102.0,73.0
99873.0,26.0,33.0,10.0,20.0,4.0,0.0,0.0,2.0,0.0,32.0,127.0,93.0
99853.0,31.0,38.0,10.0,22.0,6.0,0.0,0.0,2.0,0.0,38.0,147.0,107.0
99816.0,34.0,54.0,13.0,23.0,9.0,1.0,0.0,2.0,0.0,48.0,184.0,134.0
99772.0,45.0,70.0,14.0,26.0,10.0,0.0,0.0,2.0,0.0,61.0,228.0,165.0
99733.0,53.0,84.0,11.0,32.0,11.0,1.0,0.0,2.0,0.0,73.0,267.0,192.0
99694.0,67.0,90.0,9.0,41.0,15.0,1.0,0.0,2.0,0.0,81.0,306.0,223.0
99643.0,77.0,100.0,10.0,51.0,13.0,1.0,0.0,2.0,0.0,103.0,357.0,252.0
99549.0,99.0,131.0,14.0,70.0,9.0,1.0,0.0,3.0,0.0,124.0,451.0,324.0
99458.0,112.0,158.0,27.0,81.0,8.0,0.0,0.0,3.0,0.0,153.0,542.0,386.0
99364.0,132.0,182.0,39.0,88.0,9.0,1.0,0.0,3.0,0.0,182.0,636.0,451.0
